Letter_ID,X,Y,Width,Height
1148,12727,4498,32,36
1149,12675,4498,49,35
1150,23963,4496,36,47
1151,23947,4496,7,47
1152,23903,4496,35,47
1153,13343,4486,30,48
1154,13243,4486,38,47
1155,13192,4486,28,47
1156,13065,4486,30,48
1157,12855,4486,30,48
1158,12786,4486,28,47
1159,12596,4486,38,47
1160,23796,4466,98,99
1161,13393,4344,28,35
1162,13123,4344,28,35
1163,13717,4343,19,35
1164,13643,4343,32,36
1165,13264,4343,46,35
1166,13193,4343,30,49
1167,13159,4343,28,35
1168,13085,4343,30,49
1169,13050,4343,32,36
1170,13016,4343,19,35
1171,12978,4343,32,36
1172,12881,4343,32,36
1173,12847,4343,28,35
1174,12794,4343,32,36
1175,12722,4343,30,49
1176,12672,4343,32,36
1177,12597,4343,32,36
1178,12757,4333,17,46
1179,13681,4331,28,47
1180,13599,4331,41,47
1181,13532,4331,41,48
1182,13486,4331,43,47
1183,13448,4331,36,47
1184,13425,4331,18,48
1185,13331,4331,43,47
1186,12933,4331,43,47
1187,12635,4331,37,47
1188,13674,4293,8,16
1189,13180,4266,46,34
1190,13130,4266,28,35
1191,13095,4266,30,34
1192,13637,4265,28,35
1193,13584,4265,32,36
1194,13552,4265,28,36
1195,13482,4265,28,35
1196,13461,4265,19,35
1197,13423,4265,32,36
1198,13353,4265,28,35
1199,13315,4265,32,36
1200,13229,4265,32,36
1201,13042,4265,32,36
1202,13009,4265,28,36
1203,12977,4265,28,36
1204,12941,4265,31,36
1205,12921,4265,19,35
1206,12826,4265,32,36
1207,12722,4265,32,36
1208,12639,4265,32,36
1209,13515,4255,17,46
1210,13386,4255,17,46
1211,13278,4255,17,46
1212,12703,4255,17,46
1213,13403,4253,20,47
1214,12879,4253,38,47
1215,12776,4253,30,48
1216,12597,4253,37,48
1217,12635,4188,28,35
1218,13488,4187,32,36
1219,13456,4187,28,36
1220,13424,4187,28,36
1221,13388,4187,31,36
1222,13368,4187,19,35
1223,13275,4187,28,35
1224,13237,4187,32,36
1225,13203,4187,28,35
1226,13165,4187,32,36
1227,13129,4187,30,49
1228,13093,4187,32,36
1229,13042,4187,32,36
1230,13006,4187,30,49
1231,12956,4187,28,36
1232,12888,4187,30,36
1233,12852,4187,31,36
1234,12818,4187,28,35
1235,12778,4187,19,35
1236,12740,4187,32,36
1237,12597,4187,31,36
1238,12987,4177,17,46
1239,13325,4175,38,47
1240,12922,4175,28,47
1241,12705,4175,30,48
1242,12667,4175,20,47
1243,22299,4163,286,674
1244,13619,4110,28,35
1245,12803,4110,31,34
1246,13689,4109,30,49
1247,13655,4109,28,35
1248,13581,4109,30,49
1249,13545,4109,32,36
1250,13511,4109,19,35
1251,13473,4109,32,36
1252,13376,4109,32,36
1253,13254,4109,30,49
1254,13204,4109,32,36
1255,13128,4109,32,36
1256,13076,4109,28,35
1257,13038,4109,32,36
1258,12968,4109,28,35
1259,12930,4109,31,36
1260,12875,4109,19,35
1261,12837,4109,32,36
1262,12753,4109,28,35
1263,12731,4109,19,35
1264,12693,4109,32,36
1265,12639,4109,32,36
1266,13289,4099,17,46
1267,13428,4097,43,47
1268,13326,4097,30,48
1269,13166,4097,38,47
1270,13002,4097,30,48
1271,12896,4097,28,47
1272,12673,4097,20,47
1273,12597,4097,37,48
1274,13322,3942,28,35
1275,13669,3941,31,36
1276,13635,3941,28,35
1277,13597,3941,31,36
1278,13391,3941,28,35
1279,13284,3941,31,36
1280,13214,3941,28,35
1281,13105,3941,28,36
1282,13054,3941,31,36
1283,13017,3941,19,35
1284,12979,3941,32,36
1285,12910,3941,31,36
1286,12842,3941,30,36
1287,12691,3941,32,36
1288,20699,3936,574,210
1289,12960,3931,17,46
1290,13556,3929,39,47
1291,13489,3929,41,47
1292,13444,3929,36,47
1293,13250,3929,30,48
1294,13158,3929,35,47
1295,12876,3929,28,47
1296,12800,3929,37,48
1297,12647,3929,41,47
1298,13045,3829,32,34
1299,13225,3828,46,35
1300,13172,3828,46,35
1301,12871,3828,31,36
1302,12837,3828,28,35
1303,12799,3828,31,36
1304,13081,3817,30,46
1305,13116,3816,31,48
1306,13011,3816,31,48
1307,12975,3816,31,48
1308,12945,3816,17,47
1309,12758,3816,39,47
1310,12691,3816,41,47
1311,12647,3816,36,47
1312,11532,3801,28,35
1313,11417,3801,28,35
1314,11652,3800,32,36
1315,11598,3800,32,36
1316,11453,3800,19,35
1317,11329,3800,32,36
1318,11264,3800,30,36
1319,11228,3800,32,36
1320,11704,3788,43,47
1321,11568,3788,28,47
1322,11490,3788,37,47
1323,11395,3788,21,47
1324,11298,3788,28,47
1325,11184,3788,39,47
1326,12522,3773,39,42
1327,12491,3773,28,43
1328,12459,3773,28,43
1329,11541,3714,28,35
1330,11735,3713,46,35
1331,11679,3713,32,36
1332,11647,3713,28,36
1333,11611,3713,32,36
1334,11503,3713,31,36
1335,11433,3713,28,35
1336,11381,3713,32,36
1337,11345,3713,32,36
1338,11291,3713,31,36
1339,11271,3713,19,35
1340,11233,3713,32,36
1341,11800,3703,17,46
1342,11326,3703,17,46
1343,11575,3701,30,48
1344,11469,3701,30,48
1345,11184,3701,44,48
1346,20722,3601,561,475
1347,20577,3584,261,560
1348,20164,3584,2168,1253
1349,24016,3528,43,47
1350,23982,3528,31,48
1351,23946,3528,31,48
1352,23859,3528,43,47
1353,23825,3528,31,47
1354,23789,3528,31,48
1355,23702,3528,43,47
1356,23668,3528,31,48
1357,23637,3528,17,47
1358,12753,3427,43,47
1359,12720,3427,31,48
1360,12684,3427,31,48
1361,12648,3427,31,47
1362,25732,3409,279,140
1363,23963,3401,79,117
1364,23806,3401,79,117
1365,23648,3401,79,117
1366,13014,3343,28,35
1367,12899,3343,28,35
1368,13081,3342,32,36
1369,12935,3342,19,35
1370,12756,3332,17,46
1371,13050,3330,28,47
1372,12972,3330,37,47
1373,12877,3330,20,47
1374,12816,3330,43,47
1375,12715,3330,37,48
1376,12647,3330,43,47
1377,11183,3238,2532,753
1378,23907,3223,33,47
1379,23749,3200,159,108
1380,25827,3187,100,120
1381,7587,3115,425,192
1382,23895,2966,235,99
1383,23679,2966,157,99
1384,23561,2966,79,99
1385,25827,2955,100,121
1386,23733,2518,16,25
1387,23721,2442,38,70
1388,25657,2419,16,25
1389,13272,2407,28,35
1390,13237,2407,30,34
1391,12812,2407,46,34
1392,13578,2406,28,35
1393,13540,2406,32,36
1394,13520,2406,19,35
1395,13482,2406,32,36
1396,13416,2406,28,35
1397,13378,2406,32,36
1398,13326,2406,46,35
1399,13184,2406,32,36
1400,13119,2406,30,36
1401,13083,2406,32,36
1402,13014,2406,28,35
1403,12976,2406,32,36
1404,12907,2406,30,36
1405,12875,2406,28,36
1406,12737,2406,19,35
1407,12699,2406,32,36
1408,12611,2406,28,35
1409,13449,2396,17,46
1410,13154,2394,28,47
1411,13047,2394,30,48
1412,12942,2394,28,47
1413,12773,2394,37,47
1414,12663,2394,30,48
1415,23691,2343,88,64
1416,25629,2340,103,71
1417,13487,2330,46,34
1418,13456,2330,30,34
1419,12705,2330,31,34
1420,13727,2329,32,36
1421,13694,2329,28,36
1422,13658,2329,32,36
1423,13586,2329,30,49
1424,13536,2329,32,36
1425,13324,2329,32,36
1426,13205,2329,28,36
1427,13049,2329,19,35
1428,13011,2329,32,36
1429,12977,2329,28,35
1430,12939,2329,32,36
1431,12869,2329,28,35
1432,12831,2329,31,36
1433,12776,2329,19,35
1434,12738,2329,32,36
1435,12637,2329,32,36
1436,13237,2319,17,46
1437,13622,2317,30,48
1438,13423,2317,30,48
1439,13376,2317,43,47
1440,13274,2317,30,48
1441,13129,2317,39,47
1442,13086,2317,37,47
1443,12903,2317,30,48
1444,12797,2317,28,47
1445,12596,2317,36,47
1446,7587,2280,425,193
1447,12889,2279,8,16
1448,13377,2252,28,35
1449,13342,2252,30,34
1450,13269,2252,28,35
1451,13047,2252,31,34
1452,12635,2252,28,35
1453,13682,2251,28,35
1454,13644,2251,32,36
1455,13625,2251,19,35
1456,13587,2251,32,36
1457,13521,2251,28,35
1458,13483,2251,32,36
1459,13431,2251,46,35
1460,13305,2251,19,35
1461,12978,2251,46,35
1462,12597,2251,31,36
1463,13554,2241,17,46
1464,12940,2240,32,47
1465,13227,2239,38,47
1466,13168,2239,39,47
1467,13117,2239,45,48
1468,12904,2239,31,48
1469,12850,2239,31,48
1470,12753,2239,39,47
1471,12708,2239,37,48
1472,12667,2239,20,47
1473,23725,2234,18,30
1474,25669,2222,18,30
1475,23666,2196,136,19
1476,25421,2180,464,19
1477,12818,2175,46,34
1478,12787,2175,30,34
1479,13196,2174,28,35
1480,13148,2174,28,36
1481,13096,2174,28,35
1482,13058,2174,32,36
1483,13025,2174,28,36
1484,12989,2174,32,36
1485,12917,2174,30,49
1486,12867,2174,32,36
1487,12655,2174,32,36
1488,13230,2162,30,48
1489,12953,2162,30,48
1490,12754,2162,30,48
1491,12707,2162,43,47
1492,12597,2162,39,47
1493,12769,2098,28,35
1494,13234,2097,32,36
1495,13183,2097,46,35
1496,13109,2097,31,36
1497,13075,2097,28,35
1498,13001,2097,32,36
1499,12967,2097,19,35
1500,12911,2097,32,36
1501,12841,2097,28,35
1502,12805,2097,19,35
1503,12611,2097,28,35
1504,12946,2087,17,46
1505,13147,2085,28,47
1506,13039,2085,30,48
1507,12877,2085,30,48
1508,12727,2085,38,47
1509,12647,2085,28,47
1510,23714,2073,18,30
1511,23549,2048,348,24
1512,13510,2047,8,16
1513,25666,2020,61,88
1514,13415,2020,28,35
1515,13286,2020,28,35
1516,13103,2020,28,35
1517,12941,2020,28,35
1518,12639,2020,28,35
1519,13487,2019,19,35
1520,13449,2019,32,36
1521,13377,2019,31,36
1522,13322,2019,19,35
1523,13158,2019,30,36
1524,13139,2019,19,35
1525,13011,2019,30,49
1526,12977,2019,28,35
1527,12889,2019,32,36
1528,12817,2019,31,36
1529,12765,2019,19,35
1530,12727,2019,32,36
1531,12675,2019,49,35
1532,13343,2007,30,48
1533,13243,2007,38,47
1534,13192,2007,28,47
1535,13065,2007,30,48
1536,12855,2007,30,48
1537,12786,2007,28,47
1538,12596,2007,38,47
1539,23715,1929,11,29
1540,25649,1926,19,29
1541,23539,1896,366,20
1542,25476,1893,366,20
1543,13393,1866,28,35
1544,13123,1866,28,35
1545,13717,1865,19,35
1546,13643,1865,32,36
1547,13264,1865,46,35
1548,13193,1865,30,49
1549,13159,1865,28,35
1550,13085,1865,30,49
1551,13050,1865,32,36
1552,13016,1865,19,35
1553,12978,1865,32,36
1554,12881,1865,32,36
1555,12847,1865,28,35
1556,12794,1865,32,36
1557,12722,1865,30,49
1558,12672,1865,32,36
1559,12597,1865,32,36
1560,12757,1855,17,46
1561,13681,1853,28,47
1562,13599,1853,41,47
1563,13532,1853,41,48
1564,13486,1853,43,47
1565,13448,1853,36,47
1566,13425,1853,18,48
1567,13331,1853,43,47
1568,12933,1853,43,47
1569,12635,1853,37,47
1570,13674,1815,8,16
1571,13180,1788,46,34
1572,13130,1788,28,35
1573,13095,1788,30,34
1574,13637,1787,28,35
1575,13584,1787,32,36
1576,13552,1787,28,36
1577,13482,1787,28,35
1578,13461,1787,19,35
1579,13423,1787,32,36
1580,13353,1787,28,35
1581,13315,1787,32,36
1582,13229,1787,32,36
1583,13042,1787,32,36
1584,13009,1787,28,36
1585,12977,1787,28,36
1586,12941,1787,31,36
1587,12921,1787,19,35
1588,12826,1787,32,36
1589,12722,1787,32,36
1590,12639,1787,32,36
1591,13515,1777,17,46
1592,13386,1777,17,46
1593,13278,1777,17,46
1594,12703,1777,17,46
1595,13403,1775,20,47
1596,12879,1775,38,47
1597,12776,1775,30,48
1598,12597,1775,37,48
1599,12635,1710,28,35
1600,13488,1709,32,36
1601,13456,1709,28,36
1602,13424,1709,28,36
1603,13388,1709,31,36
1604,13368,1709,19,35
1605,13275,1709,28,35
1606,13237,1709,32,36
1607,13203,1709,28,35
1608,13165,1709,32,36
1609,13129,1709,30,49
1610,13093,1709,32,36
1611,13042,1709,32,36
1612,13006,1709,30,49
1613,12956,1709,28,36
1614,12888,1709,30,36
1615,12852,1709,31,36
1616,12818,1709,28,35
1617,12778,1709,19,35
1618,12740,1709,32,36
1619,12597,1709,31,36
1620,12987,1699,17,46
1621,13325,1697,38,47
1622,12922,1697,28,47
1623,12705,1697,30,48
1624,12667,1697,20,47
1625,13619,1632,28,35
1626,12803,1632,31,34
1627,13689,1631,30,49
1628,13655,1631,28,35
1629,13581,1631,30,49
1630,13545,1631,32,36
1631,13511,1631,19,35
1632,13473,1631,32,36
1633,13376,1631,32,36
1634,13254,1631,30,49
1635,13204,1631,32,36
1636,13128,1631,32,36
1637,13076,1631,28,35
1638,13038,1631,32,36
1639,12968,1631,28,35
1640,12930,1631,31,36
1641,12875,1631,19,35
1642,12837,1631,32,36
1643,12753,1631,28,35
1644,12731,1631,19,35
1645,12693,1631,32,36
1646,12639,1631,32,36
1647,13289,1621,17,46
1648,13428,1619,43,47
1649,13326,1619,30,48
1650,13166,1619,38,47
1651,13002,1619,30,48
1652,12896,1619,28,47
1653,12673,1619,20,47
1654,12597,1619,37,48
1655,13617,1424,30,34
1656,13063,1424,28,35
1657,12840,1424,28,35
1658,13706,1423,28,35
1659,13669,1423,32,36
1660,13564,1423,32,36
1661,13532,1423,28,36
1662,13478,1423,32,36
1663,13410,1423,32,36
1664,13377,1423,28,36
1665,13341,1423,30,49
1666,13305,1423,31,36
1667,13223,1423,30,36
1668,13190,1423,28,36
1669,13156,1423,28,35
1670,13119,1423,31,36
1671,13099,1423,19,35
1672,12984,1423,19,35
1673,12946,1423,32,36
1674,12802,1423,31,36
1675,12748,1423,32,36
1676,12680,1423,30,36
1677,12630,1423,32,36
1678,12610,1423,19,35
1679,12572,1423,32,36
1680,13650,1413,17,46
1681,13599,1413,17,46
1682,13459,1413,17,46
1683,13257,1411,28,47
1684,13020,1411,38,47
1685,12910,1411,30,48
1686,12872,1411,20,47
1687,12714,1411,28,47
1688,12531,1411,36,47
1689,23560,1363,165,73
1690,13442,1346,30,34
1691,13391,1346,28,35
1692,13237,1346,28,35
1693,13201,1346,30,34
1694,12643,1346,46,34
1695,12612,1346,30,34
1696,13583,1345,32,36
1697,13513,1345,28,35
1698,13475,1345,32,36
1699,13321,1345,30,36
1700,13288,1345,28,36
1701,13150,1345,28,35
1702,13096,1345,19,35
1703,13058,1345,32,36
1704,13007,1345,46,35
1705,12953,1345,46,35
1706,12882,1345,32,36
1707,12850,1345,28,36
1708,12814,1345,32,36
1709,12692,1345,32,36
1710,13424,1335,17,46
1711,13547,1333,30,48
1712,13355,1333,28,47
1713,12778,1333,30,48
1714,12579,1333,30,48
1715,12532,1333,43,47
1716,23560,1178,165,73
1717,20168,1130,2419,1229
1718,20575,1107,703,559
1719,23560,993,165,73
1720,12638,949,43,47
1721,12604,949,31,48
1722,12568,949,31,48
1723,12532,949,31,47
1724,12898,864,28,35
1725,12783,864,28,35
1726,12965,863,32,36
1727,12819,863,19,35
1728,12640,853,17,46
1729,12934,851,28,47
1730,12856,851,37,47
1731,12762,851,20,47
1732,12700,851,43,47
1733,12599,851,37,48
1734,12532,851,43,47
1735,24948,827,294,31
1736,26339,807,165,73
1737,23560,807,165,73
1738,12316,760,1420,693
