Letter_ID,X,Y,Width,Height
305,5747,15805,20,30
306,16369,15802,20,30
307,12960,15785,76,102
308,5829,15760,30,22
309,16400,15733,102,518
310,18177,15568,30,12
311,12001,15427,1317,19
312,6790,15427,1317,19
313,16787,15420,12,30
314,16493,15420,12,30
315,14199,15397,30,12
316,10908,15397,30,12
317,9177,15397,30,12
318,7447,15397,30,12
319,5507,15397,30,12
320,17974,15379,21,29
321,17941,15379,20,30
322,17906,15379,21,29
323,17826,15379,12,29
324,17962,15378,12,31
325,17929,15378,11,31
326,17845,15367,54,54
327,17072,15206,75,56
328,17123,15190,25,16
329,17087,15182,30,22
330,17123,15163,24,16
331,17123,15145,25,16
332,17087,15144,30,22
333,3564,15022,17,24
334,3473,14998,86,60
335,18177,14962,30,12
336,16023,14942,20,30
337,15990,14942,19,30
338,15955,14942,20,29
339,15875,14942,11,29
340,16011,14941,11,31
341,15977,14941,11,31
342,12384,14938,11,29
343,12362,14938,11,29
344,12324,14938,21,29
345,12290,14938,21,29
346,10365,14938,19,30
347,10331,14938,20,30
348,10296,14938,21,29
349,12346,14937,12,31
350,12312,14937,12,31
351,12211,14937,11,29
352,10352,14937,11,31
353,10318,14937,12,31
354,10217,14937,11,29
355,8371,14937,20,30
356,8336,14937,21,29
357,8303,14937,20,29
358,6377,14937,20,30
359,6308,14937,21,29
360,6228,14937,12,29
361,5448,14937,20,30
362,5413,14937,21,29
363,5379,14937,21,29
364,5299,14937,12,29
365,8359,14936,11,31
366,8325,14936,11,31
367,6364,14936,12,31
368,6331,14936,11,31
369,5435,14936,12,31
370,5402,14936,11,31
371,15893,14930,54,55
372,14324,14930,20,30
373,14290,14930,20,30
374,14255,14930,21,29
375,14175,14930,12,29
376,14311,14929,12,31
377,14278,14929,11,31
378,12230,14925,54,54
379,10235,14925,55,54
380,8241,14925,55,54
381,6247,14925,54,54
382,5318,14925,54,54
383,14194,14918,54,55
384,12001,14874,1317,20
385,16787,14868,12,30
386,14199,14844,30,12
387,10508,14844,30,12
388,9177,14844,30,12
389,7449,14844,30,12
390,5507,14842,30,12
391,13542,14817,24,17
392,11803,14817,24,17
393,10067,14817,24,17
394,6537,14731,87,86
395,13540,14730,60,85
396,17346,14697,18,22
397,17202,14697,18,22
398,17629,14696,29,22
399,17390,14696,20,23
400,17322,14696,20,23
401,17277,14696,20,23
402,17493,14694,20,20
403,17594,14689,20,29
404,17572,14689,20,30
405,17538,14689,20,30
406,17519,14689,11,29
407,17424,14689,19,30
408,17367,14689,19,30
409,17301,14689,19,30
410,17164,14689,25,29
411,17135,14689,24,30
412,17247,14688,27,31
413,17546,14653,20,21
414,17418,14653,20,21
415,17658,14652,30,22
416,17624,14652,30,22
417,17358,14652,20,23
418,17337,14652,18,22
419,17313,14652,20,23
420,17262,14652,19,23
421,17241,14652,18,23
422,17209,14652,29,22
423,17185,14652,21,23
424,17173,14652,12,22
425,17160,14646,11,29
426,17590,14645,20,30
427,17567,14645,20,30
428,17525,14645,20,29
429,17502,14645,20,30
430,17483,14645,11,29
431,17441,14645,23,29
432,17393,14645,23,29
433,17283,14645,18,29
434,17134,14644,24,31
435,11474,14575,19,30
436,11454,14575,11,29
437,11416,14575,21,29
438,11383,14575,20,29
439,11252,14575,20,30
440,11439,14574,11,31
441,11405,14574,11,31
442,11281,14570,72,62
443,17975,14522,20,30
444,17941,14522,20,30
445,17906,14522,21,29
446,17826,14522,12,29
447,17962,14521,12,31
448,17929,14521,11,31
449,17845,14510,54,54
450,18177,14335,30,12
451,17625,14315,23,16
452,15052,14301,1120,19
453,13662,14301,1121,19
454,12001,14301,1317,19
455,16787,14295,12,30
456,17649,14294,9,19
457,17640,14291,10,20
458,14199,14271,30,12
459,9177,14271,30,12
460,7449,14271,30,12
461,5507,14271,30,12
462,17642,14269,32,26
463,17653,14238,30,22
464,17666,14208,29,33
465,18197,14193,24,33
466,18163,14193,34,33
467,17680,14164,29,22
468,12982,14124,31,22
469,5966,14087,21,29
470,5934,14087,20,30
471,5899,14087,21,29
472,5955,14086,11,31
473,5921,14086,12,31
474,5747,14085,20,30
475,25263,14081,495,467
476,13131,14071,20,29
477,13098,14071,20,30
478,13063,14071,21,29
479,13119,14070,12,31
480,13086,14070,11,31
481,12901,14065,20,30
482,5448,14062,20,30
483,5413,14062,21,29
484,5380,14062,20,29
485,5300,14062,11,29
486,5436,14061,11,31
487,5402,14061,11,31
488,5318,14050,55,54
489,12932,14047,102,76
490,5829,14041,30,22
491,14315,14011,20,30
492,14281,14011,20,30
493,14246,14011,21,29
494,14166,14011,12,29
495,12740,14011,19,29
496,12706,14011,20,30
497,12671,14011,21,29
498,12591,14011,12,29
499,14302,14010,12,31
500,14269,14010,11,31
501,12727,14010,12,31
502,12694,14010,11,31
503,14185,13999,54,55
504,12610,13999,54,55
505,16842,13959,27,29
506,16821,13959,20,30
507,16798,13959,20,30
508,17512,13958,25,33
509,17479,13958,34,33
510,16873,13877,1757,2030
511,8377,13773,32,34
512,8327,13744,44,44
513,16828,13722,25,33
514,16794,13722,34,33
515,10300,13720,21,10
516,11931,13713,1318,19
517,9109,13712,17,22
518,9332,13711,20,23
519,9311,13711,12,22
520,9287,13711,20,23
521,9243,13711,19,23
522,9199,13711,18,22
523,9175,13711,20,23
524,9154,13711,19,30
525,9131,13711,19,30
526,9095,13711,12,22
527,9264,13705,22,29
528,10266,13704,21,11
529,9365,13704,21,29
530,9221,13704,19,30
531,9064,13703,27,31
532,10232,13688,21,11
533,13906,13686,30,12
534,12651,13683,30,12
535,8371,13674,36,76
536,16702,13673,92,82
537,10198,13673,21,10
538,8411,13669,18,73
539,8459,13668,22,76
540,8320,13665,36,79
541,8492,13664,26,75
542,10164,13657,21,10
543,10130,13641,21,11
544,5390,13631,30,12
545,10738,13630,109,110
546,10096,13625,22,11
547,8754,13618,109,192
548,10061,13609,23,11
549,10028,13594,22,10
550,9994,13578,22,10
551,9960,13562,22,11
552,9745,13557,19,31
553,9210,13557,20,31
554,8325,13557,20,31
555,9926,13546,22,11
556,9892,13531,22,10
557,9858,13515,22,10
558,16180,13510,109,109
559,16144,13486,24,33
560,16110,13486,34,33
561,9476,13469,929,341
562,11437,13449,27,13
563,16018,13438,92,81
564,10160,13431,109,110
565,11193,13397,495,186
566,9314,13331,36,36
567,9304,13321,56,56
568,3474,13290,55,46
569,8377,13274,33,53
570,8493,13255,16,66
571,8434,13252,46,72
572,15459,13251,25,33
573,9539,13245,50,59
574,9036,13230,56,67
575,3474,13229,85,52
576,10753,13213,28,14
577,14181,13205,30,12
578,12651,13205,30,12
579,15334,13202,91,82
580,5464,13194,19,30
581,5430,13194,20,30
582,5395,13194,21,29
583,5315,13194,11,29
584,4207,13194,20,29
585,4173,13194,21,29
586,4139,13194,21,29
587,4059,13194,11,29
588,5451,13193,11,31
589,5417,13193,12,31
590,4195,13193,12,31
591,4161,13193,12,31
592,5333,13182,55,54
593,4078,13182,54,54
594,8868,13167,56,66
595,9719,13164,20,27
596,10509,13162,495,186
597,9699,13157,26,32
598,9751,13156,68,79
599,9669,13148,22,29
600,8531,13097,292,196
601,9868,13063,56,67
602,8154,13063,363,215
603,12743,13062,11,29
604,12706,13062,20,30
605,12671,13062,21,29
606,12591,13062,12,29
607,8438,13062,151,109
608,6055,13062,1629,749
609,12727,13061,12,31
610,12694,13061,11,31
611,5390,13052,30,12
612,12610,13050,54,54
613,9372,13030,14,29
614,14775,13015,25,33
615,14741,13015,34,33
616,8631,13010,70,70
617,9283,13002,26,32
618,9306,12998,66,67
619,9271,12998,20,27
620,9251,12991,26,32
621,9476,12987,26,32
622,7626,12985,12,22
623,7572,12985,30,22
624,7559,12985,12,22
625,9221,12982,22,29
626,7546,12979,11,29
627,7606,12978,18,29
628,7650,12977,20,23
629,7520,12977,24,31
630,7931,12969,12,22
631,14650,12967,91,81
632,6169,12964,20,30
633,7918,12963,11,29
634,7855,12962,24,29
635,6346,12962,19,29
636,6312,12962,20,30
637,6279,12962,19,30
638,7892,12961,23,31
639,7825,12961,26,31
640,6333,12961,12,31
641,6300,12961,11,31
642,6197,12961,72,61
643,5710,12961,21,29
644,5677,12961,20,29
645,5733,12960,11,31
646,5699,12960,11,31
647,5851,12945,12,22
648,5834,12939,14,51
649,9233,12938,494,185
650,5772,12937,63,67
651,5745,12937,26,54
652,7434,12920,89,89
653,8034,12879,56,67
654,11026,12875,11,29
655,10989,12875,20,30
656,10956,12875,19,30
657,10876,12875,11,29
658,11010,12874,12,31
659,10977,12874,11,31
660,10894,12863,55,54
661,7285,12860,111,60
662,7944,12859,97,132
663,7200,12831,26,32
664,7055,12826,39,64
665,7466,12824,43,52
666,7033,12823,28,51
667,9535,12821,49,59
668,6974,12815,39,52
669,6955,12806,36,56
670,7408,12801,31,57
671,6922,12798,41,64
672,5864,12795,129,178
673,7002,12786,45,98
674,14091,12780,25,33
675,14057,12780,34,33
676,7010,12780,14,29
677,6989,12775,20,27
678,7256,12770,23,30
679,6969,12768,26,32
680,12651,12765,30,12
681,6939,12757,23,30
682,8793,12752,26,32
683,8525,12741,26,32
684,8514,12737,20,27
685,8061,12736,49,59
686,13965,12731,92,82
687,10820,12731,351,131
688,8503,12731,14,29
689,10924,12728,25,13
690,8482,12726,20,27
691,6589,12724,12,11
692,6521,12724,14,11
693,6439,12724,12,29
694,10821,12723,20,16
695,6578,12723,8,16
696,6878,12722,68,78
697,6845,12722,22,30
698,8464,12721,22,29
699,8550,12703,494,186
700,9925,12694,55,66
701,8391,12693,14,29
702,8400,12686,67,67
703,9591,12685,61,61
704,6022,12679,12,22
705,7190,12678,12,22
706,7136,12678,30,22
707,7123,12678,12,22
708,10676,12676,142,67
709,7110,12672,11,29
710,5878,12672,25,29
711,7170,12671,18,29
712,6046,12671,19,23
713,5904,12671,93,111
714,5848,12671,26,31
715,7214,12670,20,23
716,7084,12670,24,31
717,9609,12651,21,29
718,6528,12634,34,56
719,6465,12632,31,67
720,6506,12628,19,65
721,6587,12621,19,63
722,8945,12618,49,59
723,6609,12617,20,64
724,6563,12614,14,77
725,9926,12596,25,31
726,6947,12591,140,111
727,9804,12585,13,24
728,6058,12570,20,30
729,9212,12566,23,30
730,9198,12562,20,27
731,9187,12556,14,29
732,9629,12555,23,30
733,9934,12552,81,141
734,9616,12551,20,27
735,9166,12551,20,27
736,5979,12550,61,71
737,9148,12546,22,29
738,9596,12544,26,32
739,9584,12540,20,27
740,9566,12535,22,29
741,5467,12535,19,29
742,5433,12535,20,30
743,5398,12535,21,29
744,5605,12534,20,30
745,5454,12534,12,31
746,5421,12534,11,31
747,8111,12517,26,32
748,6296,12511,76,76
749,9054,12508,22,29
750,9079,12507,67,66
751,3825,12503,1839,113
752,9474,12502,22,29
753,6023,12501,20,29
754,5989,12501,21,29
755,5955,12501,21,29
756,6011,12500,12,31
757,5977,12500,12,31
758,9498,12498,67,66
759,8946,12490,28,33
760,9986,12478,55,67
761,5390,12474,30,12
762,6659,12469,30,20
763,6229,12469,30,20
764,7868,12468,493,186
765,6859,12467,59,49
766,8946,12462,60,62
767,8963,12429,21,29
768,9685,12411,61,61
769,7462,12407,23,30
770,12996,12403,25,33
771,12962,12403,34,33
772,7448,12403,20,27
773,7428,12396,26,32
774,7398,12387,22,29
775,9703,12377,21,29
776,7495,12375,66,66
777,7482,12370,14,28
778,12870,12354,92,82
779,4801,12333,21,29
780,4768,12333,20,29
781,4688,12333,11,29
782,4823,12332,12,31
783,4790,12332,11,31
784,4706,12321,54,54
785,7057,12310,22,30
786,8579,12302,86,65
787,7202,12295,14,29
788,7181,12288,14,29
789,8759,12287,121,255
790,7160,12283,20,27
791,7428,12282,26,32
792,8706,12278,86,64
793,7149,12277,14,29
794,7128,12272,20,27
795,7110,12267,22,29
796,8365,12254,87,64
797,6516,12254,24,58
798,6630,12248,13,54
799,6548,12246,12,80
800,6569,12244,21,75
801,11088,12240,29,14
802,6649,12240,31,60
803,7185,12232,494,249
804,6604,12232,13,87
805,10187,12222,109,109
806,9159,12219,95,95
807,6520,12208,17,12
808,6439,12208,12,29
809,6458,12196,54,55
810,10844,12189,495,186
811,9039,12189,62,61
812,12312,12167,24,33
813,12278,12167,34,33
814,9058,12155,21,29
815,7891,12127,86,65
816,12186,12118,92,82
817,10123,12111,56,66
818,7064,12104,56,67
819,8522,11991,26,32
820,9805,11982,20,27
821,9819,11978,76,62
822,9794,11976,14,29
823,9755,11966,22,29
824,6936,11963,56,66
825,8492,11948,22,30
826,8478,11944,20,27
827,8279,11942,494,186
828,8466,11938,14,29
829,9673,11933,22,29
830,8446,11933,20,27
831,9694,11929,67,66
832,8428,11928,22,29
833,8355,11900,14,29
834,5390,11895,30,12
835,10001,11872,94,95
836,8665,11832,27,33
837,8654,11829,14,29
838,8403,11817,22,30
839,11217,11790,25,33
840,8541,11783,25,31
841,8528,11781,20,27
842,8507,11773,26,32
843,7908,11769,24,30
844,7892,11768,20,27
845,8478,11764,22,29
846,7872,11760,26,32
847,7842,11752,22,29
848,8579,11744,78,111
849,11091,11741,92,82
850,9239,11737,26,32
851,8400,11731,79,68
852,7865,11715,14,28
853,7787,11699,67,67
854,7345,11690,12,22
855,7291,11690,29,22
856,7278,11690,12,22
857,8996,11688,493,186
858,8018,11685,22,30
859,7631,11684,24,30
860,7265,11684,10,29
861,7325,11683,18,29
862,7615,11682,20,27
863,7369,11682,19,23
864,7239,11682,23,31
865,7604,11676,14,29
866,7583,11671,20,27
867,7565,11666,22,29
868,9791,11658,61,61
869,8156,11652,23,30
870,7642,11649,23,29
871,7430,11649,493,187
872,8142,11648,20,27
873,8131,11642,14,29
874,8110,11637,20,27
875,8092,11632,22,29
876,9809,11624,21,29
877,9404,11624,25,31
878,9390,11621,20,27
879,9379,11615,14,29
880,9358,11610,20,27
881,9340,11605,22,29
882,8015,11598,78,69
883,6930,11588,11,14
884,7955,11582,27,33
885,10095,11581,95,112
886,7944,11579,14,29
887,9268,11577,14,29
888,9277,11571,66,66
889,7086,11561,11,29
890,7063,11561,12,29
891,7026,11561,20,29
892,7048,11560,11,31
893,6912,11560,11,29
894,7014,11559,12,31
895,6967,11534,8,14
896,7180,11533,25,31
897,8636,11530,26,32
898,7823,11515,56,66
899,10396,11507,24,33
900,6967,11496,8,35
901,7869,11494,79,110
902,8393,11481,494,186
903,9606,11467,65,86
904,10270,11459,92,81
905,9338,11450,26,32
906,8796,11424,22,29
907,8783,11418,20,27
908,8762,11411,26,32
909,8733,11402,22,29
910,7212,11395,65,86
911,6922,11390,91,510
912,8658,11372,14,28
913,8666,11366,67,66
914,5390,11316,30,12
915,8004,11312,26,32
916,9711,11272,25,33
917,9678,11272,33,33
918,7761,11263,494,186
919,9586,11223,91,82
920,8165,11204,23,29
921,8151,11200,20,27
922,8130,11192,26,32
923,8101,11183,22,29
924,4803,11175,19,30
925,4768,11175,20,29
926,4688,11175,11,29
927,4823,11174,12,31
928,4790,11174,11,31
929,4706,11163,54,54
930,8031,11158,14,28
931,8042,11150,66,66
932,7402,11105,26,32
933,9164,11083,25,33
934,9130,11083,34,33
935,8461,11077,64,86
936,6989,11049,64,86
937,8375,11043,65,86
938,9038,11034,92,82
939,8712,11028,56,88
940,8103,11025,26,32
941,8648,11015,66,99
942,7560,10998,23,29
943,7545,10993,20,27
944,7534,10987,14,29
945,7513,10983,20,27
946,7495,10977,22,29
947,7860,10975,1339,614
948,7422,10949,14,29
949,7431,10943,67,66
950,8579,10911,83,152
951,8401,10891,178,165
952,7501,10818,26,32
953,7258,10768,493,186
954,5390,10737,30,12
955,6355,10734,30,20
956,6737,10717,20,29
957,6684,10717,11,29
958,6646,10717,21,29
959,6568,10717,12,29
960,6702,10716,12,31
961,6669,10716,11,31
962,6584,10705,55,54
963,7223,10651,65,86
964,7138,10617,64,86
965,23928,8750,40,58
966,25976,8749,39,59
967,25808,8743,127,64
968,23799,8728,93,93
969,25849,8701,45,28
970,25949,8556,45,28
971,25749,8556,45,28
972,26035,8531,39,59
973,23928,8518,39,59
974,25806,8497,131,137
975,23799,8497,93,92
976,25849,8450,45,29
977,25975,8287,39,58
978,23928,8287,39,58
979,25808,8279,127,64
980,23799,8265,93,93
981,25849,8237,45,28
982,25976,8055,39,59
983,23927,8055,22,58
984,25808,8048,127,64
985,23799,8033,93,93
986,25849,8006,45,28
987,25976,7824,39,58
988,25808,7816,127,64
989,25849,7774,45,28
990,26081,7317,61,65
991,25997,7317,84,65
992,25938,7317,57,65
993,20132,7277,2464,32
994,23782,7227,126,125
995,25806,7224,131,131
996,22050,7138,140,120
997,20132,7023,22,234
998,22299,6968,286,160
999,25813,6189,117,117
1000,23787,6189,117,117
1001,20164,6064,2421,1194
1002,25813,5957,204,117
1003,23796,5735,98,98
1004,25791,5707,162,154
1005,23983,5557,15,21
1006,23983,5527,15,21
1007,25813,5494,117,117
1008,23687,5491,317,123
1009,23907,5349,22,15
1010,23878,5349,21,15
1011,23777,5349,21,15
1012,25958,5325,15,21
1013,25958,5296,15,21
1014,23748,5272,79,98
1015,25765,5263,214,116
1016,13272,4885,28,35
1017,13237,4885,30,34
1018,12812,4885,46,34
1019,13578,4884,28,35
1020,13540,4884,32,36
1021,13520,4884,19,35
1022,13482,4884,32,36
1023,13416,4884,28,35
1024,13378,4884,32,36
1025,13326,4884,46,35
1026,13184,4884,32,36
1027,13119,4884,30,36
1028,13083,4884,32,36
1029,13014,4884,28,35
1030,12976,4884,32,36
1031,12907,4884,30,36
1032,12875,4884,28,36
1033,12737,4884,19,35
1034,12699,4884,32,36
1035,12611,4884,28,35
1036,13449,4874,17,46
1037,13154,4872,28,47
1038,13047,4872,30,48
1039,12942,4872,28,47
1040,12773,4872,37,47
1041,12663,4872,30,48
1042,13487,4808,46,34
1043,13456,4808,30,34
1044,12705,4808,31,34
1045,13727,4807,32,36
1046,13694,4807,28,36
1047,13658,4807,32,36
1048,13586,4807,30,49
1049,13536,4807,32,36
1050,13324,4807,32,36
1051,13205,4807,28,36
1052,13049,4807,19,35
1053,13011,4807,32,36
1054,12977,4807,28,35
1055,12939,4807,32,36
1056,12869,4807,28,35
1057,12831,4807,31,36
1058,12776,4807,19,35
1059,12738,4807,32,36
1060,12637,4807,32,36
1061,13237,4797,17,46
1062,13622,4795,30,48
1063,13423,4795,30,48
1064,13376,4795,43,47
1065,13274,4795,30,48
1066,13129,4795,39,47
1067,13086,4795,37,47
1068,12903,4795,30,48
1069,12797,4795,28,47
1070,12596,4795,36,47
1071,12889,4758,8,16
1072,13377,4731,28,35
1073,13342,4731,30,34
1074,13269,4731,28,35
1075,13047,4731,31,34
1076,12635,4731,28,35
1077,13682,4730,28,35
1078,13644,4730,32,36
1079,13625,4730,19,35
1080,13587,4730,32,36
1081,13521,4730,28,35
1082,13483,4730,32,36
1083,13431,4730,46,35
1084,13305,4730,19,35
1085,12978,4730,46,35
1086,12597,4730,31,36
1087,13554,4720,17,46
1088,12940,4719,32,47
1089,13227,4718,38,47
1090,13168,4718,39,47
1091,13117,4718,45,48
1092,12904,4718,31,48
1093,12850,4718,31,48
1094,12753,4718,39,47
1095,12708,4718,37,48
1096,12667,4718,20,47
1097,25799,4670,140,140
1098,12818,4653,46,34
1099,12787,4653,30,34
1100,13196,4652,28,35
1101,13148,4652,28,36
1102,13096,4652,28,35
1103,13058,4652,32,36
1104,13025,4652,28,36
1105,12989,4652,32,36
1106,12917,4652,30,49
1107,12867,4652,32,36
1108,12655,4652,32,36
1109,13230,4640,30,48
1110,12953,4640,30,48
1111,12754,4640,30,48
1112,12707,4640,43,47
1113,12597,4640,39,47
1114,12769,4576,28,35
1115,13234,4575,32,36
1116,13183,4575,46,35
1117,13109,4575,31,36
1118,13075,4575,28,35
1119,13001,4575,32,36
1120,12967,4575,19,35
1121,12911,4575,32,36
1122,12841,4575,28,35
1123,12805,4575,19,35
1124,12611,4575,28,35
1125,12946,4565,17,46
1126,13147,4563,28,47
1127,13039,4563,30,48
1128,12877,4563,30,48
1129,12727,4563,38,47
1130,12647,4563,28,47
1131,13510,4526,8,16
1132,13415,4499,28,35
1133,13286,4499,28,35
1134,13103,4499,28,35
1135,12941,4499,28,35
1136,12639,4499,28,35
1137,13487,4498,19,35
1138,13449,4498,32,36
1139,13377,4498,31,36
1140,13322,4498,19,35
1141,13158,4498,30,36
1142,13139,4498,19,35
1143,13011,4498,30,49
1144,12977,4498,28,35
1145,12889,4498,32,36
1146,12817,4498,31,36
1147,12765,4498,19,35
