Symbol_ID,X,Y,Width,Height
391,16787,15420,12,30
392,16493,15420,12,30
393,15594,15397,30,12
394,14199,15397,30,12
395,12644,15397,30,12
396,10908,15397,30,12
397,9177,15397,30,12
398,7447,15397,30,12
399,5507,15397,30,12
400,4069,15397,30,12
401,17974,15379,21,29
402,17941,15379,20,30
403,17906,15379,21,29
404,17826,15379,12,29
405,17962,15378,12,31
406,17929,15378,11,31
407,17845,15367,54,54
408,17072,15206,75,56
409,17123,15190,25,16
410,17087,15182,30,22
411,16751,15177,20,519
412,16456,15177,20,519
413,17087,15172,30,5
414,17123,15163,24,16
415,17123,15145,25,16
416,17087,15144,30,22
417,3564,15022,17,24
418,3473,14998,86,60
419,17164,14992,1287,20
420,18177,14962,30,12
421,17406,14962,30,12
422,16023,14942,20,30
423,15990,14942,19,30
424,15955,14942,20,29
425,15875,14942,11,29
426,16011,14941,11,31
427,15977,14941,11,31
428,12384,14938,11,29
429,12362,14938,11,29
430,12324,14938,21,29
431,12290,14938,21,29
432,10365,14938,19,30
433,10331,14938,20,30
434,10296,14938,21,29
435,12346,14937,12,31
436,12312,14937,12,31
437,12211,14937,11,29
438,10352,14937,11,31
439,10318,14937,12,31
440,10217,14937,11,29
441,8371,14937,20,30
442,8336,14937,21,29
443,8303,14937,20,29
444,8223,14937,11,29
445,6377,14937,20,30
446,6343,14937,20,30
447,6308,14937,21,29
448,6228,14937,12,29
449,5448,14937,20,30
450,5413,14937,21,29
451,5379,14937,21,29
452,5299,14937,12,29
453,8359,14936,11,31
454,8325,14936,11,31
455,6364,14936,12,31
456,6331,14936,11,31
457,5435,14936,12,31
458,5402,14936,11,31
459,15893,14930,54,55
460,14324,14930,20,30
461,14290,14930,20,30
462,14255,14930,21,29
463,14175,14930,12,29
464,14311,14929,12,31
465,14278,14929,11,31
466,12230,14925,54,54
467,10235,14925,55,54
468,8241,14925,55,54
469,6247,14925,54,54
470,5318,14925,54,54
471,14194,14918,54,55
472,15052,14874,1120,20
473,13662,14874,1121,20
474,12001,14874,1317,20
475,10264,14874,1317,20
476,8527,14874,1317,20
477,6790,14874,1317,20
478,3825,14872,1957,21
479,16787,14868,12,30
480,16493,14868,12,30
481,15594,14844,30,12
482,14199,14844,30,12
483,12644,14844,30,12
484,10908,14844,30,12
485,10508,14844,30,12
486,9177,14844,30,12
487,7449,14844,30,12
488,4069,14844,30,12
489,5507,14842,30,12
490,13542,14817,24,17
491,11803,14817,24,17
492,10067,14817,24,17
493,8274,14731,86,86
494,6537,14731,87,86
495,13540,14730,60,85
496,11801,14730,60,85
497,10064,14730,60,85
498,17346,14697,18,22
499,17202,14697,18,22
500,17629,14696,29,22
501,17390,14696,20,23
502,17322,14696,20,23
503,17277,14696,20,23
504,17493,14694,20,20
505,17594,14689,20,29
506,17572,14689,20,30
507,17538,14689,20,30
508,17519,14689,11,29
509,17424,14689,19,30
510,17367,14689,19,30
511,17301,14689,19,30
512,17164,14689,25,29
513,17135,14689,24,30
514,17247,14688,27,31
515,17546,14653,20,21
516,17418,14653,20,21
517,17305,14653,5,21
518,17658,14652,30,22
519,17624,14652,30,22
520,17358,14652,20,23
521,17337,14652,18,22
522,17313,14652,20,23
523,17262,14652,19,23
524,17241,14652,18,23
525,17209,14652,29,22
526,17185,14652,21,23
527,17173,14652,12,22
528,17160,14646,11,29
529,17590,14645,20,30
530,17567,14645,20,30
531,17525,14645,20,29
532,17502,14645,20,30
533,17483,14645,11,29
534,17441,14645,23,29
535,17393,14645,23,29
536,17283,14645,18,29
537,17134,14644,24,31
538,16751,14625,20,518
539,16456,14625,20,518
540,11474,14575,19,30
541,11454,14575,11,29
542,11416,14575,21,29
543,11383,14575,20,29
544,11252,14575,20,30
545,11439,14574,11,31
546,11405,14574,11,31
547,11281,14570,72,62
548,17975,14522,20,30
549,17941,14522,20,30
550,17906,14522,21,29
551,17826,14522,12,29
552,17962,14521,12,31
553,17929,14521,11,31
554,17845,14510,54,54
555,5815,14463,13,13
556,18177,14335,30,12
557,17406,14335,30,12
558,17625,14315,23,16
559,15052,14301,1120,19
560,13662,14301,1121,19
561,12001,14301,1317,19
562,10264,14301,1317,19
563,8527,14301,1317,19
564,6805,14301,1318,19
565,3825,14301,1957,19
566,16787,14295,12,30
567,16493,14295,12,30
568,17649,14294,9,19
569,17640,14291,10,20
570,15594,14271,30,12
571,14199,14271,30,12
572,12644,14271,30,12
573,10908,14271,30,12
574,9177,14271,30,12
575,7449,14271,30,12
576,5507,14271,30,12
577,4069,14271,30,12
578,17642,14269,32,26
579,17653,14238,30,22
580,17666,14208,29,33
581,18197,14193,24,33
582,18163,14193,34,33
583,17680,14164,29,22
584,12982,14124,31,22
585,5966,14087,21,29
586,5934,14087,20,30
587,5899,14087,21,29
588,5955,14086,11,31
589,5921,14086,12,31
590,5747,14085,20,30
591,25263,14081,495,467
592,13131,14071,20,29
593,13098,14071,20,30
594,13063,14071,21,29
595,13119,14070,12,31
596,13086,14070,11,31
597,12901,14065,20,30
598,5778,14064,102,76
599,5448,14062,20,30
600,5413,14062,21,29
601,5380,14062,20,29
602,5300,14062,11,29
603,5436,14061,11,31
604,5402,14061,11,31
605,16751,14051,20,519
606,16456,14051,20,519
607,5318,14050,55,54
608,12932,14047,102,76
609,5829,14041,30,22
610,14315,14011,20,30
611,14281,14011,20,30
612,14246,14011,21,29
613,14166,14011,12,29
614,12740,14011,19,29
615,12706,14011,20,30
616,12671,14011,21,29
617,12591,14011,12,29
618,14302,14010,12,31
619,14269,14010,11,31
620,12727,14010,12,31
621,12694,14010,11,31
622,14185,13999,54,55
623,12610,13999,54,55
624,16842,13959,27,29
625,16821,13959,20,30
626,16798,13959,20,30
627,17512,13958,25,33
628,17479,13958,34,33
629,16873,13877,1757,2030
630,8377,13773,32,34
631,8327,13744,44,44
632,16828,13722,25,33
633,16794,13722,34,33
634,10300,13720,21,10
635,13662,13716,1121,20
636,15350,13713,519,20
637,11931,13713,1318,19
638,9109,13712,17,22
639,9332,13711,20,23
640,9311,13711,12,22
641,9287,13711,20,23
642,9243,13711,19,23
643,9199,13711,18,22
644,9175,13711,20,23
645,9154,13711,19,30
646,9131,13711,19,30
647,9095,13711,12,22
648,9264,13705,22,29
649,10266,13704,21,11
650,9365,13704,21,29
651,9221,13704,19,30
652,9064,13703,27,31
653,10232,13688,21,11
654,14508,13686,30,12
655,13906,13686,30,12
656,15594,13683,30,12
657,12651,13683,30,12
658,8973,13682,60,83
659,8371,13674,36,76
660,16702,13673,92,82
661,10198,13673,21,10
662,10317,13671,23,6
663,8434,13669,28,78
664,8411,13669,18,73
665,8459,13668,22,76
666,8320,13665,36,79
667,8492,13664,26,75
668,10280,13663,23,6
669,3825,13661,1839,20
670,10164,13657,21,10
671,10244,13654,23,6
672,10207,13646,23,6
673,10130,13641,21,11
674,10171,13637,23,6
675,5390,13631,30,12
676,4069,13631,30,12
677,10738,13630,109,110
678,10134,13629,23,6
679,10096,13625,22,11
680,10098,13620,23,6
681,8754,13618,109,192
682,10061,13609,23,11
683,10025,13603,23,6
684,9039,13596,363,28
685,9988,13595,23,6
686,8154,13595,363,54
687,10028,13594,22,10
688,9952,13586,23,6
689,9994,13578,22,10
690,9915,13578,23,6
691,9879,13569,23,6
692,9960,13562,22,11
693,9843,13561,22,6
694,9745,13557,19,31
695,9210,13557,20,31
696,8325,13557,20,31
697,9806,13552,23,6
698,9926,13546,22,11
699,9892,13531,22,10
700,9858,13515,22,10
701,16180,13510,109,109
702,9824,13499,22,11
703,16144,13486,24,33
704,16110,13486,34,33
705,9476,13469,929,341
706,11363,13453,20,16
707,11437,13449,27,13
708,16018,13438,92,81
709,10160,13431,109,110
710,11193,13397,495,186
711,9413,13356,233,135
712,9314,13331,36,36
713,9304,13321,56,56
714,3474,13290,55,46
715,8377,13274,33,53
716,8418,13270,10,56
717,8493,13255,16,66
718,8434,13252,46,72
719,15459,13251,25,33
720,15426,13251,33,33
721,9539,13245,50,59
722,13508,13234,1318,20
723,11931,13234,1318,20
724,9036,13230,56,67
725,3474,13229,85,52
726,10753,13213,28,14
727,14181,13205,30,12
728,12651,13205,30,12
729,15334,13202,91,82
730,9823,13195,22,30
731,5464,13194,19,30
732,5430,13194,20,30
733,5395,13194,21,29
734,5315,13194,11,29
735,4207,13194,20,29
736,4173,13194,21,29
737,4139,13194,21,29
738,4059,13194,11,29
739,5451,13193,11,31
740,5417,13193,12,31
741,4195,13193,12,31
742,4161,13193,12,31
743,5333,13182,55,54
744,4078,13182,54,54
745,9734,13168,22,30
746,8868,13167,56,66
747,9719,13164,20,27
748,10509,13162,495,186
749,9699,13157,26,32
750,9751,13156,68,79
751,9687,13153,20,27
752,9669,13148,22,29
753,8531,13097,292,196
754,7746,13093,24,38
755,3825,13082,1839,20
756,9868,13063,56,67
757,8154,13063,363,215
758,12743,13062,11,29
759,12706,13062,20,30
760,12671,13062,21,29
761,12591,13062,12,29
762,8438,13062,151,109
763,6055,13062,1629,749
764,12727,13061,12,31
765,12694,13061,11,31
766,5390,13052,30,12
767,4069,13052,30,12
768,12610,13050,54,54
769,9372,13030,14,29
770,14775,13015,25,33
771,14741,13015,34,33
772,8631,13010,70,70
773,9283,13002,26,32
774,9306,12998,66,67
775,9271,12998,20,27
776,9251,12991,26,32
777,9476,12987,26,32
778,9239,12987,20,27
779,7626,12985,12,22
780,7572,12985,30,22
781,7559,12985,12,22
782,9221,12982,22,29
783,7546,12979,11,29
784,7606,12978,18,29
785,7650,12977,20,23
786,7520,12977,24,31
787,7931,12969,12,22
788,14650,12967,91,81
789,6169,12964,20,30
790,7918,12963,11,29
791,7855,12962,24,29
792,6346,12962,19,29
793,6312,12962,20,30
794,6279,12962,19,30
795,7892,12961,23,31
796,7825,12961,26,31
797,6333,12961,12,31
798,6300,12961,11,31
799,6197,12961,72,61
800,5710,12961,21,29
801,5677,12961,20,29
802,5733,12960,11,31
803,5699,12960,11,31
804,5851,12945,12,22
805,5834,12939,14,51
806,9233,12938,494,185
807,5772,12937,63,67
808,5745,12937,26,54
809,7434,12920,89,89
810,7749,12883,55,28
811,8034,12879,56,67
812,11026,12875,11,29
813,10989,12875,20,30
814,10956,12875,19,30
815,10876,12875,11,29
816,11010,12874,12,31
817,10977,12874,11,31
818,10894,12863,55,54
819,7285,12860,111,60
820,7944,12859,97,132
821,7200,12831,26,32
822,7055,12826,39,64
823,7466,12824,43,52
824,7033,12823,28,51
825,9535,12821,49,59
826,7445,12819,22,49
827,6974,12815,39,52
828,6955,12806,36,56
829,7408,12801,31,57
830,6922,12798,41,64
831,5864,12795,129,178
832,11931,12794,1318,20
833,7002,12786,45,98
834,14091,12780,25,33
835,14057,12780,34,33
836,7010,12780,14,29
837,6989,12775,20,27
838,7256,12770,23,30
839,6969,12768,26,32
840,12651,12765,30,12
841,6957,12765,20,27
842,6939,12757,23,30
843,8793,12752,26,32
844,7082,12750,351,146
845,6524,12747,15,7
846,8525,12741,26,32
847,8514,12737,20,27
848,8061,12736,49,59
849,13965,12731,92,82
850,10820,12731,351,131
851,8503,12731,14,29
852,10924,12728,25,13
853,8482,12726,20,27
854,6589,12724,12,11
855,6521,12724,14,11
856,6439,12724,12,29
857,10821,12723,20,16
858,6578,12723,8,16
859,6878,12722,68,78
860,6845,12722,22,30
861,8464,12721,22,29
862,6458,12712,54,54
863,8550,12703,494,186
864,9925,12694,55,66
865,8391,12693,14,29
866,8400,12686,67,67
867,9591,12685,61,61
868,6022,12679,12,22
869,7190,12678,12,22
870,7136,12678,30,22
871,7123,12678,12,22
872,10676,12676,142,67
873,7110,12672,11,29
874,6001,12672,18,29
875,5878,12672,25,29
876,7170,12671,18,29
877,6046,12671,19,23
878,5904,12671,93,111
879,5848,12671,26,31
880,7214,12670,20,23
881,7084,12670,24,31
882,9609,12651,21,29
883,6528,12634,34,56
884,6465,12632,31,67
885,6506,12628,19,65
886,6587,12621,19,63
887,8945,12618,49,59
888,6609,12617,20,64
889,6563,12614,14,77
890,9841,12602,11,15
891,9791,12602,12,9
892,9926,12596,25,31
893,9817,12594,29,10
894,6947,12591,140,111
895,9804,12585,13,24
896,9758,12578,86,95
897,6058,12570,20,30
898,9212,12566,23,30
899,9198,12562,20,27
900,9187,12556,14,29
901,9629,12555,23,30
902,9934,12552,81,141
903,9616,12551,20,27
904,9166,12551,20,27
905,5979,12550,61,71
906,9148,12546,22,29
907,9596,12544,26,32
908,9584,12540,20,27
909,6969,12536,56,67
910,9566,12535,22,29
911,5467,12535,19,29
912,5433,12535,20,30
913,5398,12535,21,29
914,5605,12534,20,30
915,5454,12534,12,31
916,5421,12534,11,31
917,8111,12517,26,32
918,6296,12511,76,76
919,9054,12508,22,29
920,9079,12507,67,66
921,3825,12503,1839,113
922,9474,12502,22,29
923,6023,12501,20,29
924,5989,12501,21,29
925,5955,12501,21,29
926,6011,12500,12,31
927,5977,12500,12,31
928,9498,12498,67,66
929,8946,12490,28,33
930,10098,12480,109,109
931,9986,12478,55,67
932,5390,12474,30,12
933,4069,12474,30,12
934,6659,12469,30,20
935,6229,12469,30,20
936,7868,12468,493,186
937,6859,12467,59,49
938,8946,12462,60,62
939,8963,12429,21,29
940,9685,12411,61,61
941,7462,12407,23,30
942,12996,12403,25,33
943,12962,12403,34,33
944,7448,12403,20,27
945,7428,12396,26,32
946,7416,12392,20,27
947,7398,12387,22,29
948,9703,12377,21,29
949,7495,12375,66,66
950,7482,12370,14,28
951,9112,12356,95,95
952,12870,12354,92,82
953,4839,12333,11,29
954,4801,12333,21,29
955,4768,12333,20,29
956,4688,12333,11,29
957,4823,12332,12,31
958,4790,12332,11,31
959,4706,12321,54,54
960,7057,12310,22,30
961,8579,12302,86,65
962,7202,12295,14,29
963,7181,12288,14,29
964,8759,12287,121,255
965,7160,12283,20,27
966,7428,12282,26,32
967,8706,12278,86,64
968,7149,12277,14,29
969,7128,12272,20,27
970,7110,12267,22,29
971,11060,12261,19,15
972,8365,12254,87,64
973,6516,12254,24,58
974,6630,12248,13,54
975,6548,12246,12,80
976,6569,12244,21,75
977,11088,12240,29,14
978,6649,12240,31,60
979,7185,12232,494,249
980,6604,12232,13,87
981,7048,12229,68,78
982,6694,12223,20,516
983,6264,12223,20,516
984,10187,12222,109,109
985,9159,12219,95,95
986,6520,12208,17,12
987,6439,12208,12,29
988,6458,12196,54,55
989,10844,12189,495,186
990,9039,12189,62,61
991,8133,12174,86,64
992,12312,12167,24,33
993,12278,12167,34,33
994,9058,12155,21,29
995,7891,12127,86,65
996,12186,12118,92,82
997,10123,12111,56,66
998,7064,12104,56,67
999,8522,11991,26,32
1000,9805,11982,20,27
1001,9819,11978,76,62
1002,9794,11976,14,29
1003,9773,11971,20,27
1004,9755,11966,22,29
1005,6936,11963,56,66
1006,10186,11948,56,66
1007,8492,11948,22,30
1008,9860,11945,9,25
1009,8478,11944,20,27
1010,8279,11942,494,186
1011,8466,11938,14,29
1012,9673,11933,22,29
1013,8446,11933,20,27
1014,9694,11929,67,66
1015,8428,11928,22,29
1016,3825,11924,1839,20
1017,8355,11900,14,29
1018,5390,11895,30,12
1019,4069,11895,30,12
1020,8364,11894,67,66
1021,10001,11872,94,95
1022,8665,11832,27,33
1023,8654,11829,14,29
1024,8403,11817,22,30
1025,11217,11790,25,33
1026,11183,11790,34,33
1027,8541,11783,25,31
1028,8528,11781,20,27
1029,8507,11773,26,32
1030,8496,11770,20,27
1031,7908,11769,24,30
1032,7892,11768,20,27
1033,8478,11764,22,29
1034,7872,11760,26,32
1035,7860,11757,20,27
1036,7842,11752,22,29
1037,8579,11744,78,111
1038,7972,11743,94,94
1039,11091,11741,92,82
1040,9239,11737,26,32
1041,8400,11731,79,68
1042,7865,11715,14,28
1043,7787,11699,67,67
1044,7345,11690,12,22
1045,7291,11690,29,22
1046,7278,11690,12,22
1047,8996,11688,493,186
1048,8018,11685,22,30
1049,7631,11684,24,30
1050,7265,11684,10,29
1051,7325,11683,18,29
1052,7615,11682,20,27
1053,7369,11682,19,23
1054,7239,11682,23,31
1055,7604,11676,14,29
1056,7583,11671,20,27
1057,7565,11666,22,29
1058,9791,11658,61,61
1059,8156,11652,23,30
1060,7642,11649,23,29
1061,7430,11649,493,187
1062,8142,11648,20,27
1063,8131,11642,14,29
1064,8110,11637,20,27
1065,8092,11632,22,29
1066,9809,11624,21,29
1067,9404,11624,25,31
1068,9390,11621,20,27
1069,9379,11615,14,29
1070,9358,11610,20,27
1071,9340,11605,22,29
1072,8015,11598,78,69
1073,7152,11596,90,118
1074,6967,11590,18,12
1075,6930,11588,11,14
1076,7955,11582,27,33
1077,10095,11581,95,112
1078,7944,11579,14,29
1079,9268,11577,14,29
1080,6957,11576,23,13
1081,9277,11571,66,66
1082,7086,11561,11,29
1083,7063,11561,12,29
1084,7026,11561,20,29
1085,7048,11560,11,31
1086,6912,11560,11,29
1087,7014,11559,12,31
1088,6967,11534,8,14
1089,7180,11533,25,31
1090,6631,11531,14,13
1091,8636,11530,26,32
1092,7823,11515,56,66
1093,10396,11507,24,33
1094,10362,11507,34,33
1095,6967,11496,8,35
1096,6963,11495,3,36
1097,7869,11494,79,110
1098,7189,11488,67,133
1099,8393,11481,494,186
1100,9606,11467,65,86
1101,10270,11459,92,81
1102,9338,11450,26,32
1103,8796,11424,22,29
1104,8783,11418,20,27
1105,8762,11411,26,32
1106,8751,11407,20,27
1107,8733,11402,22,29
1108,9095,11400,493,187
1109,7212,11395,65,86
1110,6922,11390,91,510
1111,8658,11372,14,28
1112,8666,11366,67,66
1113,3825,11345,1839,20
1114,5390,11316,30,12
1115,4069,11316,30,12
1116,8004,11312,26,32
1117,9711,11272,25,33
1118,9678,11272,33,33
1119,7761,11263,494,186
1120,9586,11223,91,82
1121,8165,11204,23,29
1122,8151,11200,20,27
1123,8130,11192,26,32
1124,8119,11189,20,27
1125,8101,11183,22,29
1126,4839,11175,11,29
1127,4803,11175,19,30
1128,4768,11175,20,29
1129,4688,11175,11,29
1130,4823,11174,12,31
1131,4790,11174,11,31
1132,4706,11163,54,54
1133,8031,11158,14,28
1134,8042,11150,66,66
1135,7402,11105,26,32
1136,9164,11083,25,33
1137,9130,11083,34,33
1138,8461,11077,64,86
1139,7159,11055,493,187
1140,6989,11049,64,86
1141,8375,11043,65,86
1142,9038,11034,92,82
1143,8712,11028,56,88
1144,8103,11025,26,32
